Restaurant Name,Price_range,Cuisine,number_of_reviews,Overall_rating,Sub_Ratings,tags,number_of_pics,number_of_5classes_ratings
Albany Spice,££ - £££,"['Indian', 'Asian']",255,4.5,"[4.5, 5.0, 5.0]","['curry ', 'poppadoms ', 'chicken ', 'brinjal ', 'bhaji ', 'bread ', 'off licence ', 'shop next door ', 'bring your own alcohol ', 'indian food ', 'no corkage ', 'premier inn ', 'great meal ', 'take away ', 'excellent food and service ', 'best indian ', 'booked a table ']",42,"['190', '42', '10', '1', '3']"
Capricho Portuguese Kitchen,££ - £££,"['Seafood', 'Mediterranean', 'European']",374,4.5,"[4.5, 4.5, 4.5]","['octopus ', 'prawns ', 'pork ', 'grilled peaches ', 'potatoes ', 'sea bass ', 'pate ', 'steak ', 'seafood ', 'pudding ', 'rice ', 'bread ', 'mixed grill ', 'black americano ', 'gracious hosts ', 'casal garcia ', 'loved every mouthful ']",234,"['295', '43', '20', '5', '10']"
Chez Lindsay,££ - £££,"['French', 'European', 'Vegetarian Friendly']",784,4.5,"[4.5, 4.5, 4.5, 4.0]","['galettes ', 'buckwheat pancakes ', 'fruits de mer ', 'gallette ', 'snails ', 'oysters ', 'moules ', 'onion soup ', 'black pudding ', 'lamb ', 'creme brûlée ', 'crab ', 'potatoes ', 'sea bass ', 'ice cream ', 'french restaurant ', 'breton food ']",77,"['513', '187', '40', '21', '8']"
BR6,££ - £££,"['European', 'British', 'Vegetarian Friendly']",295,4.5,"[4.5, 4.5, 4.5]","['mince pies ', 'three course meal ', 'hake ', 'soup ', 'potatoes ', 'cake ', 'chicken ', 'catering college ', 'front of house ', 'student led ', 'students working ', 'christmas lunch ', 'private function ', 'restaurant today ', 'wonderful meal ', 'enjoyable evening ', 'main course ']",95,"['227', '51', '13', '3', '1']"
La Palma Italian Restaurant,££ - £££,"['Italian', 'Pizza', 'Mediterranean']",320,4.5,"[4.5, 4.5, 4.5]","['pizza ', 'steak ', 'pudding ', 'calamari ', 'seafood ', 'sea bass ', 'calves liver ', 'tiramisu ', 'linguine ', 'palm suite ', 'residential area ', 'food was lovely ', 'at lunchtime ', 'varied menu ', 'pinewood studios ', 'fresh ingredients ', 'lovely evening ']",128,"['247', '39', '15', '9', '5']"
Thanh's Bistro,££ - £££,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",197,4.5,"[4.5, 5.0, 4.5, 4.5]","['summer rolls ', 'peanut curry ', 'crispy pancake ', 'prawns ', 'banh xeo ', 'chicken ', 'fish cakes ', 'curries ', 'bring your own booze ', 'co op ', 'own wine ', 'small restaurant ', 'traditional vietnamese ', 'off licence ', 'the hot sour soup ', 'corkage fee ', 'minutes walk from east croydon station ']",21,"['147', '35', '10', '1', '1']"
Beirut Nights,££ - £££,"['Lebanese', 'Mediterranean', 'Middle Eastern']",620,4.5,"[4.0, 4.0, 4.0, 4.5]","['mixed grill ', 'salad ', 'shisha place ', 'great shisha ', 'shisha lounge ', 'baby chicken ', 'visited beirut ', 'shisha flavours ', 'lebanese food ', 'mint tea ', 'amazing food ', 'wael ', 'mocktails ']",121,"['458', '49', '38', '26', '38']"
Trattoria Calabrese,££ - £££,"['Italian', 'Pizza', 'Mediterranean']",428,4.5,"[4.5, 4.5, 4.5, 4.5]","['pizza ', 'tiramisu ', 'spaghetti vongole ', 'clams ', 'liver ', 'seafood ', 'bread ', 'chicken ', 'pudding ', 'steak ', 'italian food ', 'house wine ', 'food was fantastic ', 'generous portions ', 'visited this restaurant ', 'gianni ', 'calabria ']",124,"['322', '60', '16', '11', '11']"
The Glasshouse,££££,"['European', 'British', 'Vegetarian Friendly']",1024,4.5,"[4.5, 4.5, 4.0, 4.0]","['tasting menu ', 'partridge ', 'cheese board ', 'cheeseboard ', 'three course meal ', 'cod ', 'lamb ', 'foie gras ', 'bread ', 'pudding ', 'crab ', 'ice cream ', 'soup ', 'sea bass ', 'potatoes ', 'chez bruce ', 'la trompette ']",322,"['733', '178', '59', '17', '11']"
B&K Salt Beef Bar,££ - £££,[],174,4.5,"[5.0, 4.5, 4.5, 4.5]","['salt beef sandwich ', 'fish balls ', 'tongue ', 'latkes ', 'rye bread ', 'sandwiches ', 'saltbeef ', 'pudding ', 'soup ', 'strudel ', 'kreplach ', 'jewish food ', 'take away ', 'hatch end ', 'home cooked food ', 'goodge st ', 'type food ']",28,"['126', '39', '6', '2', '0']"
Tandoori Lounge,££ - £££,"['Indian', 'International', 'Asian']",290,4.5,"[4.5, 4.5, 4.5]","['butter chicken ', 'gajar halwa ', 'tandoori platter ', 'chocolate samosas ', 'kormas ', 'naan ', 'lamb chops ', 'saag ', 'curry ', 'trifle ', 'cake ', 'punjabi food ', 'special lamb ', 'north indian cuisine ', 'proper indian ', 'run of the mill ', 'spice level ']",170,"['235', '30', '11', '7', '7']"
LEFKE Restaurant & Bar,££ - £££,"['Mediterranean', 'Barbecue']",294,4.5,"[4.5, 5.0, 4.5]","['moussaka ', 'bread ', 'rice ', 'salad ', 'belly dancer ', 'great night ', 'hen party ', 'dance floor ', 'dj playing ', 'turkish food ', 'food was amazing ', 'great party ', 'whole evening ', 'staff were amazing ', 'last night ', 'fantastic atmosphere ', 'bottomless prosecco ']",88,"['245', '26', '7', '6', '10']"
Pier 1,££ - £££,"['Seafood', 'British', 'Vegetarian Friendly']",668,4.5,"[4.5, 4.5, 4.5, 4.5]","['fish and chips ', 'scallops ', 'salad ', 'potatoes ', 'chilli ', 'fish restaurant ', 'great fish ', 'chip shop ', 'crispy batter ', 'cooked fresh ', 'take away ', 'generous portions ', 'the river ', 'visiting richmond ', 'billy ', 'chippy ', 'skate ']",143,"['494', '101', '26', '11', '11']"
The Green Dragon,££ - £££,['British'],736,4.5,"[4.5, 4.5, 4.5, 4.0]","['steak ', 'sunday roast ', 'parsnips ', 'hand cut chips ', 'pork belly ', 'chocolate brownie ', 'fish and chips ', 'pudding ', 'soup ', 'bread ', 'the pub ', 'great sunday lunch ', 'open fire ', 'excellent food and service ', 'set menu ', 'cooked to perfection ', 'lovely meal ']",157,"['459', '197', '48', '18', '9']"
Sushi Nara,££ - £££,"['Japanese', 'Sushi', 'Asian']",413,4.5,"[5.0, 4.5, 4.5, 4.5]","['sushi ', 'bento box ', 'tempura ', 'donburi ', 'soft shell crab ', 'dragon roll ', 'salmon ', 'rice ', 'salad ', 'japanese dishes ', 'great restaurant ', 'love this place ', 'quality of food ', 'takeaway ', 'regulars ']",80,"['318', '64', '13', '4', '2']"
Squiffy's at the Jolly Coopers,££ - £££,"['Mediterranean', 'Spanish']",307,4.5,"[4.5, 4.5, 4.5, 4.5]","['tapas ', 'paella ', 'pork belly ', 'patatas bravas ', 'king prawns ', 'chilli ', 'pudding ', 'salad ', 'the pub ', 'red onion ', 'great atmosphere ', 'sunday lunch ', 'friendly welcome ', 'fantastic meal ', 'generous portions ', 'amazing food ', 'the river ']",69,"['224', '57', '10', '6', '9']"
Dexter Burger,££ - £££,"['American', 'British']",253,4.5,"[4.5, 4.5, 4.5]","['brunch ', 'garlic fries ', 'burger ', 'poached eggs ', 'beef ', 'pasta ', 'salted popcorn ', 'oreo milkshake ', 'goats cheese ', 'free parking ', 'brioche bun ', 'love this place ', 'fantastic food ', 'sides ', 'toppings ', 'homemade ', 'takeaway ']",60,"['192', '45', '13', '3', '0']"
The Cranleigh,££ - £££,"['European', 'British', 'Vegetarian Friendly']",595,4.5,"[4.5, 4.5, 4.5, 4.5]","['three course meal ', 'duck ', 'steak ', 'prawns ', 'sunday roast ', 'sweet trolley ', 'dessert trolley ', 'wedding reception ', 'banqueting suite ', 'golden wedding anniversary ', 'special occasion ', 'birthday party ', 'dance floor ', 'staff were polite ', 'very enjoyable evening ', 'tea and coffee ', 'set menu ']",137,"['435', '82', '37', '22', '19']"
Poor Boys,££ - £££,"['American', 'Cajun & Creole']",365,4.5,"[4.5, 4.5, 4.5]","['shrimp ', 'poor boy ', 'wings ', 'po boy ', 'dirty fries ', 'mac and cheese ', 'bourbon bbq sauce ', 'burnt ends ', 'pork belly ', 'sandwiches ', 'seafood ', 'ice cream ', 'salad ', 'bread ', 'steak ', 'boo fries ', 'southern chicken ']",130,"['290', '33', '18', '11', '11']"
Chez Pascal,££ - £££,"['French', 'European', 'Vegetarian Friendly']",437,4.5,"[4.5, 5.0, 4.5, 4.5]","['confit duck ', 'eggs royale ', 'steak ', 'mussels ', 'sea bass ', 'pudding ', 'salad ', 'own wine ', 'bring your own ', 'no corkage ', 'french bistro ', 'his brother ', 'specials board ', 'wonderful evening ', 'generous portions ', 'fantastic restaurant ', 'lovely food ']",101,"['342', '56', '16', '9', '13']"
The Amber Fort,££ - £££,"['Indian', 'Asian']",339,4.5,"[4.5, 4.5, 4.5, 4.5]","['curry ', 'poppadoms ', 'rice ', 'onion bhaji ', 'indian restaurant ', 'best indian ', 'his team ', 'take away ', 'complimentary drinks ', 'delicious food ', 'birthday meal ', 'forte ', 'takeaway ', 'lemon ', 'mains ', 'delivery ']",34,"['254', '51', '22', '6', '6']"
The Boathouse Cafe and Bar,££ - £££,['Cafe'],88,5,"[4.5, 5.0, 4.5]","['paninis ', 'homemade soup ', 'ham ', 'burger ', 'caribbean food ', 'relaxed atmosphere ', 'one of a kind ', 'lovely lunch ', 'derrick ', 'riverside ', 'beers ', 'bbq ', 'pint ']",86,"['78', '7', '1', '1', '0']"
Toscana,££ - £££,"['Italian', 'Vegetarian Friendly', 'Vegan Options']",451,4.5,"[4.5, 5.0, 4.5, 4.5]","['veal ', 'seafood ', 'starters and mains ', 'prawns ', 'tiramisu ', 'sea bass ', 'potatoes ', 'sunday roast ', 'cake ', 'portions are large ', 'full menu ', 'authentic italian restaurant ', 'specials board ', 'main course ', 'the food is great ', 'a number of occasions ', 'an excellent meal ']",241,"['319', '86', '17', '8', '11']"
Annayu Restaurant,££ - £££,"['Indian', 'Asian', 'Vegetarian Friendly']",696,4.5,"[4.5, 4.5, 4.5, 4.5]","['monkfish curry ', 'lamb rogan josh ', 'butter chicken ', 'poppadoms ', 'paneer ', 'curries ', 'salad ', 'indian food ', 'the radisson blu ', 'passion fruit ', 'an airport hotel ', 'edwardian hotel ', 'best indian ', 'food was fantastic ', 'christina ', 'prem ', 'reagan ']",148,"['479', '120', '48', '23', '10']"
Carved,££ - £££,"['Deli', 'American']",209,4.5,"[5.0, 4.5, 4.5]","['salt beef sandwich ', 'reuben ', 'buffalo wings ', 'fries ', 'new york style ', 'craft beer ', 'quality ingredients ', 'high street ', 'on tap ', 'food was amazing ', 'sarnies ']",72,"['157', '32', '14', '2', '3']"
The Crown,££ - £££,['British'],891,4.5,"[4.5, 4.5, 4.5, 4.5]","['sunday roast ', 'liver ', 'beef ', 'hake ', 'pudding ', 'mash ', 'salad ', 'prawns ', 'three horseshoes ', 'the pub ', 'lovely garden ', 'great menu ', 'booked a table ', 'food was fantastic ', 'birthday meal ', 'pre rugby ', 'beer garden ']",129,"['581', '236', '44', '14', '9']"
Hisar Meze Bar,££ - £££,"['Mediterranean', 'European', 'Turkish']",277,4.5,"[4.5, 4.5, 4.5, 4.0]","['beyti ', 'chops ', 'salad ', 'rice ', 'turkish coffee ', 'lamb ', 'mixed grill ', 'bread ', 'prawns ', 'sea bass ', 'turkish restaurant ', 'bulgar wheat ', 'cold starters ', 'turkish delight ', 'lunch deal ', 'monday night ', 'great food and service ']",91,"['197', '58', '11', '5', '6']"
Treviso Restaurant,££ - £££,"['Italian', 'Mediterranean', 'European']",332,4.5,"[4.5, 4.5, 4.5, 4.5]","['pasta ', 'sardines ', 'scallops ', 'sea bass ', 'ribeye steak ', 'tiramisu ', 'bread ', 'italian food ', 'wine list ', 'at reasonable prices ', 'nice ambience ', 'cooked perfectly ', 'great restaurant ', 'fantastic food ', 'saturday night ', 'special occasion ', 'set menu ']",109,"['239', '66', '11', '5', '7']"
Steak & Lobster Heathrow,££ - £££,"['Steakhouse', 'Seafood', 'European']",1195,4.5,"[4.5, 4.0, 4.0]","['lobster ', 'fries ', 'salad ', 'surf and turf ', 'spicy lemon ', 'ribeye ', 'cake ', 'special thanks ', 'the radisson blu edwardian ', 'cooked to perfection ', 'birthday dinner ', 'henry ', 'hotel ', 'heathrow ', 'dressing ', 'christina ', 'flight ']",370,"['726', '240', '103', '54', '34']"
Cappadocia,££ - £££,"['Mediterranean', 'European', 'Turkish']",1057,4.5,"[4.5, 4.0, 4.0, 4.0]","['kebab ', 'lahmacun ', 'turkish pizza ', 'mixed grill ', 'hot mezze ', 'lambs liver ', 'bread ', 'baklava ', 'salad ', 'lamb dish ', 'rice ', 'halloumi ', 'belly dancer ', 'thursday night ', 'set menu ', 'large portions ', 'main course ']",157,"['633', '273', '69', '33', '29']"
Le Petit Nantais,££ - £££,"['French', 'European', 'Fusion']",393,4.5,"[4.5, 4.5, 4.0, 4.5]","['steak tartare ', 'langoustines ', 'french cheese ', 'garlic prawns ', 'sea bass ', 'creme brulee ', 'duck ', 'french restaurant ', 'romantic meal ', 'last night ', 'lovely wine ', 'hampton court ', 'great ambience ', 'front of house ', 'special occasion ', 'food and wine ', 'fresh ingredients ']",73,"['274', '73', '22', '10', '9']"
Kaniz Restaurant,££ - £££,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",831,4.5,"[4.5, 4.5, 4.5, 4.5]","['poppadoms ', 'jalfrezi ', 'curries ', 'rice ', 'lamb ', 'heathrow area ', 'heathrow airport ', 'bath road ', 'best indian ', 'excellent food ', 'indian cuisine ', 'great restaurant ', 'spicy ', 'cobra ', 'waiters ', 'delivery ']",229,"['633', '122', '31', '14', '10']"
McDermott's,££ - £££,"['Seafood', 'British']",626,4.5,"[5.0, 4.5, 4.5, 4.5]","['fish and chips ', 'bread ', 'salad ', 'take away ', 'pickled onions ', 'chip shop ', 'crispy batter ', 'great fish ', 'curry sauce ', 'cooked to perfection ', 'friday night ', 'takeaway ', 'gherkins ', 'chippy ', 'regulars ']",30,"['500', '86', '15', '9', '14']"
Riennas,££ - £££,"['Steakhouse', 'Seafood', 'European']",438,4.5,"[4.5, 4.5, 4.5, 4.5]","['lobster ', 'red snapper ', 'surf and turf ', 'skate wing ', 'sunday roast ', 'sticky toffee pudding ', 'lamb cutlets ', 'prawn cocktail ', 'cheesecake ', 'prawns ', 'potatoes ', 'smoked haddock ', 'specials board ', 'cooked to perfection ', 'lovely meal ', 'small restaurant ', 'birthday meal ']",64,"['333', '70', '15', '8', '10']"
Gastronomical Burgers and Desserts,££ - £££,"['British', 'Vegetarian Friendly', 'Gluten Free Options']",135,4.5,"[4.5, 4.5, 4.5, 4.0]","['cheesecake ', 'burger ', 'coleslaw ', 'satay ', 'pudding ', 'ice cream ', 'patties ', 'halloumi ', 'prawn cocktail ', 'own wine ', 'master chef ', 'fairground attraction ', 'eton mess ', 'shot of tequila ', 'lived closer ', 'save room for dessert ', 'say goodbye ']",76,"['108', '20', '5', '1', '1']"
Da Remo Ristorante Italiano,££ - £££,"['Italian', 'Mediterranean', 'European']",272,4.5,"[4.5, 4.5, 4.5, 4.0]","['calves liver ', 'dover sole ', 'tiramisu ', 'scallops ', 'steak ', 'pizza ', 'pudding ', 'dessert trolley ', 'traditional italian restaurant ', 'denham village ', 'lovely restaurant ', 'two courses ', 'melon and parma ham ', 'like stepping back in time ', 'visited this restaurant ', 'quality of food ', 'set menu ']",25,"['185', '56', '22', '2', '3']"
Momo Cafe,££ - £££,"['Japanese', 'Sushi', 'Asian']",260,4.5,"[4.5, 4.5, 4.5, 4.5]","['pork dumplings ', 'sushi ', 'laksa ', 'duck wrap ', 'edamame ', 'soup ', 'pasta ', 'quirky decor ', 'malaysian dishes ', 'lovely little place ', 'small place ', 'delicious food ', 'friendly service ', 'place to eat ', 'lemon ', 'aubergine ', 'takeaway ']",50,"['187', '50', '10', '4', '5']"
Richmond Vault Beer Cellar & Restaurant,££ - £££,"['British', 'Vegetarian Friendly']",637,4.5,"[4.5, 4.5, 4.0, 4.0]","['ribs ', 'mussels ', 'burger ', 'lamb kofta ', 'apple sauce ', 'mixed grill ', 'pulled pork ', 'hummus ', 'great atmosphere ', 'food menu ', 'amazing food ', 'on tap ', 'service charge ', 'friday night ', 'richmond ', 'cask ', 'ipa ']",175,"['388', '170', '35', '19', '15']"
The Gate,££ - £££,"['British', 'Vegetarian Friendly']",172,4.5,"[4.5, 4.5, 4.5]","['brunch ', 'creamy burrata ', 'sunday roast ', 'trifle ', 'steak tartare ', 'eggs benedict ', 'chicken ', 'fries ', 'amazing cocktails ', 'harbour hotel ', 'the newly refurbished restaurant ', 'loved the relaxed atmosphere ', 'stunning venue ', 'richmond park ', 'enjoyed their meals ', 'open kitchen ', 'amazing evening ']",56,"['140', '11', '11', '8', '2']"
Shampan 3 Welling,££ - £££,"['Indian', 'Asian']",579,4.5,"[4.5, 4.5, 4.5, 4.5]","['curry ', 'poppadoms ', 'lamb ', 'prawns ', 'indian restaurant ', 'best indian ', 'visited shampan ', 'sunday buffet ', 'attentive service ', 'food is excellent ', 'take away ', 'lovely restaurant ', 'feel welcome ', 'lovely evening ', 'friday night ', 'islam ', 'waiters ']",64,"['431', '80', '21', '21', '26']"
Masala Dabbas,££ - £££,"['Indian', 'Asian', 'Vegetarian Friendly']",268,4.5,"[4.5, 4.5, 4.5]","['masala ', 'butter chicken ', 'curries ', 'thali ', 'lamb rogan josh ', 'soft shell crab ', 'prawns ', 'pudding ', 'indian food ', 'authentic taste ', 'vegetarian options ', 'high street ', 'enjoyed their food ', 'last night ', 'curry house ', 'best indian ', 'great ambience ']",63,"['204', '30', '12', '8', '13']"
Basil & Grape,££ - £££,"['Italian', 'Pizza']",177,4.5,"[4.5, 5.0, 4.5]","['pizza ', 'paninis ', 'tiramisu ', 'bread ', 'cake ', 'wine bar ', 'wine tasting experience ', 'great wine ', 'sharing board ', 'cold meats and cheeses ', 'italian experience ', 'late night dinner ', 'knowledgeable about the menu ', 'lunch visit ', 'warm atmosphere ', 'black pepper ', 'red wine ']",70,"['134', '19', '8', '4', '5']"
Friends Restaurant,££££,"['European', 'British', 'Vegetarian Friendly']",747,4.5,"[4.5, 4.5, 4.5, 4.5]","['haggis ', 'lamb ', 'bread and butter pudding ', 'scallops ', 'creme brûlée ', 'cake ', 'sea bass ', 'potatoes ', 'recommend friends ', 'fine dining ', 'high street ', 'sunday lunch ', 'old building ', 'passion fruit ', 'lovely restaurant ', 'wine list ', 'head chef ']",145,"['547', '121', '34', '29', '10']"
Gezi Park,££ - £££,"['Mediterranean', 'European', 'Turkish']",295,4.5,"[4.5, 4.5, 4.0, 4.5]","['salad ', 'lamb ribs ', 'bread ', 'rice ', 'halloumi ', 'kebab ', 'sea bass ', 'turkish restaurant ', 'albanian liver ', 'amazing food ', 'lovely dinner ', 'with some friends ', 'high street ', 'nice atmosphere ', 'friday night ', 'great restaurant ', 'generous portions ']",50,"['198', '58', '14', '10', '9']"
Indian Zest,££ - £££,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",654,4.5,"[4.5, 4.5, 4.0, 4.5]","['curry ', 'lamb ', 'poppadom ', 'scallops ', 'vegetarian thali ', 'naan ', 'rice ', 'best indian ', 'run of the mill ', 'lovely surroundings ', 'main course ', 'quality of food ', 'attentive service ', 'lovely restaurant ', 'take away ', 'the river ', 'dishes ']",137,"['455', '122', '49', '11', '14']"
Chez Tonton,££ - £££,"['French', 'European', 'Vegetarian Friendly']",268,4.5,"[4.5, 4.5, 4.5, 4.5]","['cheese fondue ', 'snails ', 'dauphinoise potatoes ', 'rabbit ', 'moules ', 'beef bourguignon ', 'salad ', 'french staff ', 'east barnet ', 'authentic french cuisine ', 'house wine ', 'wonderful restaurant ', 'superb food ', 'food and wine ', 'lovely evening ', 'birthday dinner ', 'recommend this restaurant ']",50,"['178', '66', '7', '9', '7']"
Chupitos Tapas Bar and Restaurant,££ - £££,"['Mediterranean', 'European', 'Spanish']",279,4.5,"[4.5, 4.5, 4.5]","['tapas ', 'paella ', 'croquettes ', 'pork cheeks ', 'garlic prawns ', 'churros ', 'bread ', 'mash ', 'sunday roast ', 'steak ', 'ice cream ', 'chicken ', 'flaming chorizo ', 'nice wine ', 'red wine ', 'saturday night ', 'wine list ']",103,"['198', '45', '16', '8', '9']"
Lomito,££ - £££,"['Steakhouse', 'Argentinian', 'Vegetarian Friendly']",600,4.5,"[4.5, 4.5, 4.0, 4.5]","['steak ', 'churros ', 'chateaubriand ', 'sausage platter ', 'salmon ceviche ', 'banoffee pie ', 'wagyu ', 'churrasco ', 'pudding ', 'prawns ', 'cooked to perfection ', 'cuts of meat ', 'our waiter ', 'espresso martini ', 'down stairs ', 'cocktail bar downstairs ', 'special occasion ']",114,"['387', '135', '42', '13', '16']"
Leftbank Restaurant,££ - £££,"['European', 'British', 'Vegetarian Friendly']",701,4.5,"[4.5, 4.5, 4.5, 4.0]","['salad ', 'starter buffet ', 'cold meats ', 'sushi ', 'beef ', 'creme brûlée ', 'mains and desserts ', 'potatoes ', 'cheese board ', 'bread ', 'prawns ', 'cake ', 'buffet style ', 'great buffet ', 'the river ', 'runnymede hotel ', 'sunday buffet ']",70,"['483', '141', '44', '18', '9']"
